area,location,number_rooms,price_per_meter,url
21 m²,"Wrocław, Stare Miasto",1 pokój,16 190 zł/m²,https://www.otodom.pl/oferta/sprzedam-kawalerke-21-mkw-ul-ruska-ID42pyr.html#2ecbc1b15f
383 m²,"Wrocław, Krzyki",7 pokoi,działka 1 141 m²,https://www.otodom.pl/oferta/dom-na-oltaszynie-ID42pwr.html#2ecbc1b15f
"84,30 m²","Wrocław, Stare Miasto",4 pokoje,11 000 zł/m²,https://www.otodom.pl/oferta/plac-nowy-targ-4-pokoje-rozklad-osobna-kuchnia-ID42oRG.html#2ecbc1b15f
"51,60 m²","Wrocław, Stare Miasto",2 pokoje,8 333 zł/m²,https://www.otodom.pl/oferta/5-minut-do-rynku-2pokoje-balkon-piwnica-komorka-ID42oCk.html#2ecbc1b15f
69 m²,"Wrocław, Krzyki",4 pokoje,7 217 zł/m²,https://www.otodom.pl/oferta/okolice-kosciuszki-4-pokoje-balkon-ID42oBA.html#2ecbc1b15f
"25,52 m²","Wrocław, Krzyki, Tarnogaj",1 pokój,11 200 zł/m²,https://www.otodom.pl/oferta/ostatnie-kawalerki-w-centrum-wroclawia-ID42oig.html#2ecbc1b15f
"83,15 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 761 zł/m²,https://www.otodom.pl/oferta/dwupoziomowe-komfortowe-3-pokoje-na-maslicach-83m-ID42oeK.html#2ecbc1b15f
"83,15 m²","Wrocław, Psie Pole, Karłowice",3 pokoje,5 761 zł/m²,https://www.otodom.pl/oferta/dom-300-m-wroclaw-ID42o3T.html#2ecbc1b15f
"49,23 m²","Wrocław, Śródmieście, Ołbin",2 pokoje,8 511 zł/m²,https://www.otodom.pl/oferta/inwestycyjne-obok-google-ID44OZB.html#b625b49d0d
"49,23 m²","Wrocław, Fabryczna, Leśnica",2 pokoje,8 511 zł/m²,https://www.otodom.pl/oferta/dzialka-z-pozwoleniem-na-budowe-ID43jV8.html#b625b49d0d
"77,80 m²","Wrocław, Stare Miasto",3 pokoje,7 648 zł/m²,https://www.otodom.pl/oferta/tuz-przy-ostrowie-tumskim-media-miejskie-winda-ID41hid.html#b625b49d0d
50 m²,"Wrocław, Stare Miasto",1 pokój,11 380 zł/m²,https://www.otodom.pl/oferta/okolice-ul-przedmiejskiej-apartament-balkon-garaz-ID42o1o.html#b625b49d0d
"26,83 m²","Wrocław, Krzyki, Tarnogaj",1 pokój,10 900 zł/m²,https://www.otodom.pl/oferta/ostatnie-kawalerki-w-centrum-wroclawia-ID42nYr.html#b625b49d0d
38 m²,"Wrocław, Krzyki, Południe",2 pokoje,9 579 zł/m²,https://www.otodom.pl/oferta/okolice-ul-przestrzennej-2-pokoje-38m-ID42nVU.html#b625b49d0d
65 m²,"Wrocław, Krzyki, Gaj",3 pokoje,7 462 zł/m²,https://www.otodom.pl/oferta/okolice-ul-bardzkiej-lux-ID42nDF.html#b625b49d0d
360 m²,"Wrocław, Fabryczna, Leśnica",7 pokoi,działka 1 391 m²,https://www.otodom.pl/oferta/dom-z-basenem-nowoczesne-technologie-ID42nA0.html#b625b49d0d
360 m²,"Wrocław, Fabryczna, Muchobór Wielki",7 pokoi,działka 1 391 m²,https://www.otodom.pl/oferta/dzialka-9-024-m-wroclaw-ID42ntX.html#b625b49d0d
360 m²,"Wrocław, Śródmieście",7 pokoi,działka 1 391 m²,https://www.otodom.pl/oferta/lokal-handlowo-uslugowy-ID42nqR.html#b625b49d0d
360 m²,"Wrocław, dolnośląskie",7 pokoi,działka 1 391 m²,https://www.otodom.pl/oferta/srodmiescie-lokal-uzytkowy-62mkw-sprzedaz-ID42noG.html#b625b49d0d
"62,40 m²","Wrocław, Krzyki, Jagodno",3 pokoje,7 200 zł/m²,https://www.otodom.pl/oferta/gotowe-3-pok-krzyki-promocja-ID42nlD.html#b625b49d0d
"62,40 m²","Wrocław, Fabryczna",3 pokoje,7 200 zł/m²,https://www.otodom.pl/oferta/dzialka-przemyslowa-wroclaw-ID40Mu4.html#b625b49d0d
"102,28 m²","Wrocław, Fabryczna, Muchobór Wielki",4 pokoje,7 225 zł/m²,https://www.otodom.pl/oferta/osiedle-morelowe-2-poziomy-taras-2007-ID42ndX.html#b625b49d0d
113 m²,"Wrocław, Krzyki, Jagodno",3 pokoje,5 442 zł/m²,https://www.otodom.pl/oferta/okolice-buforowej-2-poziomy-balkon-ID42n7P.html#b625b49d0d
"70,33 m²","Wrocław, Stare Miasto",2 pokoje,9 800 zł/m²,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-2-pokoje-70-mkw-centrum-ID42mPF.html#b625b49d0d
"65,80 m²","Wrocław, Psie Pole, Swojczyce",4 pokoje,7 400 zł/m²,https://www.otodom.pl/oferta/najlepsza-lokalizacja-cisza-i-spokoj-dla-rodziny-ID42mLu.html#b625b49d0d
180 m²,"Wrocław, Krzyki",5 pokoi,działka 2 172 m²,https://www.otodom.pl/oferta/atrakcyjny-z-dzialka-2172m2-do-zamieszkania-ID42mHX.html#b625b49d0d
"64,41 m²","Wrocław, Psie Pole, Kowale",3 pokoje,8 834 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-w-wyjatkowej-inwestycji-wille-ID42miS.html#b625b49d0d
"64,41 m²","Wrocław, dolnośląskie",3 pokoje,8 834 zł/m²,https://www.otodom.pl/oferta/narozny-lokal-umowa-do-31-07-2024-yield-8-18-ID42me3.html#b625b49d0d
"51,30 m²","Wrocław, Krzyki",2 pokoje,7 602 zł/m²,https://www.otodom.pl/oferta/mieszkanie-powstancow-slaskich-51-3-m2-2-pokoje-ID3ZiW6.html#b625b49d0d
39 m²,"Wrocław, Śródmieście, Plac Grunwaldzki",2 pokoje,13 308 zł/m²,https://www.otodom.pl/oferta/mieszkanie-39-m-wroclaw-ID42m6V.html#b625b49d0d
"38,40 m²","Wrocław, Krzyki, Jagodno",2 pokoje,8 725 zł/m²,https://www.otodom.pl/oferta/balkon-2-pok-idealne-na-start-boisko-ID42m6A.html#b625b49d0d
"35,40 m²","Wrocław, Krzyki, Jagodno",2 pokoje,8 625 zł/m²,https://www.otodom.pl/oferta/przestronny-balkon-garaz-boisko-fitness-ID42m6v.html#b625b49d0d
"72,80 m²","Wrocław, Krzyki, Jagodno",4 pokoje,7 125 zł/m²,https://www.otodom.pl/oferta/boisko-plac-zabaw-wlasny-fitness-zielen-ID42m6w.html#b625b49d0d
"60,30 m²","Wrocław, Krzyki, Jagodno",3 pokoje,6 800 zł/m²,https://www.otodom.pl/oferta/balkon-mozliwosc-wydzielenia-osobnej-kuchni-ID42m6t.html#b625b49d0d
"49,90 m²","Wrocław, Krzyki, Jagodno",2 pokoje,7 125 zł/m²,https://www.otodom.pl/oferta/atrakcyjna-cena-2-pok-balkon-garaz-ID42m6s.html#b625b49d0d
"49,90 m²","Wrocław, dolnośląskie",2 pokoje,7 125 zł/m²,https://www.otodom.pl/oferta/hala-biura-duzy-plac-manewrowy-ID42m6h.html#b625b49d0d
"25,52 m²","Wrocław, Krzyki, Tarnogaj",1 pokój,11 200 zł/m²,https://www.otodom.pl/oferta/ostatnie-kawalerki-krzyki-taras-ID42lZt.html#b625b49d0d
"25,52 m²","Wrocław, Krzyki, Tarnogaj",1 pokój,11 200 zł/m²,https://www.otodom.pl/oferta/kawalerka-na-krzykach-z-duzym-balkonem-ID42lVj.html#b625b49d0d
"51,60 m²","Wrocław, Stare Miasto",2 pokoje,8 333 zł/m²,https://www.otodom.pl/oferta/stare-miasto-ul-teczowa-51-60-m2-2-pokoje-ID42lWu.html#b625b49d0d
"57,20 m²","Wrocław, Krzyki, Tarnogaj",3 pokoje,8 899 zł/m²,https://www.otodom.pl/oferta/krzyki-tramwaj-gotowe-osiedle-ID42lPI.html#b625b49d0d
"34,52 m²","Wrocław, Krzyki, Tarnogaj",2 pokoje,10 110 zł/m²,https://www.otodom.pl/oferta/krzyki-tramwaj-gotowe-zamykane-osiedle-ID42lPH.html#b625b49d0d
74 m²,"Wrocław, Krzyki",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/okolice-ul-glinianej-balkon-piwnice-74m2-ID42lOS.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Huby",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/kamienna-145-b-k10-9-51-ID42lNr.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b4-k2-35-ID42lLm.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b4-k2-21-ID42lLj.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b4-k1-02-ID42lKo.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b3-41-ID42lKg.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b3-22-ID42lKd.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b3-15-ID42lK5.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Klecina",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/miedzy-parkami-b1-05-ID42lJX.html#b625b49d0d
74 m²,"Wrocław, Krzyki, Ołtaszyn",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/dzialka-pod-zabudowe-szeregowa-na-oltaszynie-ID42lEv.html#b625b49d0d
74 m²,"Wrocław, dolnośląskie",2 pokoje,6 446 zł/m²,https://www.otodom.pl/oferta/lokal-uzytkowy-ID42lzs.html#b625b49d0d
"82,30 m²","Wrocław, Psie Pole, Swojczyce",4 pokoje,9 964 zł/m²,https://www.otodom.pl/oferta/widok-na-rzeke-z-balkonu-relaks-i-odpoczynek-ID42lvW.html#b625b49d0d
"49,60 m²","Wrocław, Fabryczna, Muchobór Wielki",2 pokoje,7 661 zł/m²,https://www.otodom.pl/oferta/przytulne-2-pokoje-muchobor-wielki-ID42lcR.html#b625b49d0d
78 m²,"Wrocław, Krzyki, Klecina",3 pokoje,7 038 zł/m²,https://www.otodom.pl/oferta/duze-mieszkanie-w-centrum-kleciny-ID42l9q.html#b625b49d0d
"46,40 m²","Wrocław, Psie Pole, Swojczyce",2 pokoje,9 426 zł/m²,https://www.otodom.pl/oferta/promocja-gotowe-mieszkanie-nad-rzeka-ID42l9m.html#b625b49d0d
"59,50 m²","Wrocław, Krzyki, Jagodno",3 pokoje,7 200 zł/m²,https://www.otodom.pl/oferta/promocja-gotowe-3-pok-z-tarasem-krzyki-ID42l9i.html#b625b49d0d
"76,48 m²","Wrocław, Psie Pole, Kowale",4 pokoje,8 617 zł/m²,https://www.otodom.pl/oferta/jasne-4-pokoje-zielono-cicho-kameralna-zabudowa-ID42l9h.html#b625b49d0d
"46,70 m²","Wrocław, Krzyki, Jagodno",2 pokoje,7 558 zł/m²,https://www.otodom.pl/oferta/osiedle-monitorowane-rowerownie-fitness-ID42kXK.html#b625b49d0d
"46,70 m²","Wrocław, Krzyki",2 pokoje,7 558 zł/m²,https://www.otodom.pl/oferta/super-lokalizacja-ID42kLM.html#b625b49d0d
35 m²,"Wrocław, Psie Pole",1 pokój,9 486 zł/m²,https://www.otodom.pl/oferta/kawalerka-pod-inwestycje-osobna-kuchnia-ID42kyi.html#b625b49d0d
"47,52 m²","Wrocław, dolnośląskie",3 pokoje,9 087 zł/m²,https://www.otodom.pl/oferta/nowe-2-pokoje-rozkladowe-salon-z-aneksem-ID42klI.html#b625b49d0d
"48,20 m²","Wrocław, Psie Pole",2 pokoje,6 826 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-na-rogu-mazurskiej-i-kromera-ID42k62.html#b625b49d0d
"39,10 m²","Wrocław, Fabryczna",2 pokoje,6 850 zł/m²,https://www.otodom.pl/oferta/mieszkanie-39-10-m-wroclaw-ID42jXM.html#b625b49d0d
194 m²,"Wrocław, Krzyki",4 pokoje,działka 660 m²,https://www.otodom.pl/oferta/3km-od-poludniowej-granicy-wroclawia-lux-nowy-ID42jIU.html#b625b49d0d
100 m²,"Wrocław, Fabryczna, Żerniki",4 pokoje,działka 327 m²,https://www.otodom.pl/oferta/polowa-domu-w-zabudowie-blizniaczej-na-zernikach-ID42jfH.html#b625b49d0d
43 m²,"Wrocław, Śródmieście, Plac Grunwaldzki",2 pokoje,9 186 zł/m²,https://www.otodom.pl/oferta/pl-grunwaldzki-2pokoje-balkon-komorka-ID42jqA.html#b625b49d0d
50 m²,"Wrocław, Krzyki",3 pokoje,10 200 zł/m²,https://www.otodom.pl/oferta/mieszkanie-50-m-wroclaw-ID42jhX.html#b625b49d0d
"91,24 m²","Wrocław, Psie Pole, Kowale",4 pokoje,8 757 zł/m²,https://www.otodom.pl/oferta/4-pok-2-balk-nowoczesna-inwestycja-na-kowalach-ID42jfL.html#b625b49d0d
"65,41 m²","Wrocław, Psie Pole, Kowale",3 pokoje,8 546 zł/m²,https://www.otodom.pl/oferta/3-pok-z-garderoba-nowoczesne-osiedle-kowale-ID42jcW.html#b625b49d0d
"47,51 m²","Wrocław, Psie Pole, Kowale",2 pokoje,9 030 zł/m²,https://www.otodom.pl/oferta/2-pok-na-kameralnym-i-nowoczesnym-osiedlu-kowale-ID42jcT.html#b625b49d0d
183 m²,"Wrocław, Krzyki",5 pokoi,19 126 zł/m²,https://www.otodom.pl/oferta/sky-tower-wyjatkowy-apartament-z-tarasem-ID42jcd.html#b625b49d0d
"80,20 m²","Wrocław, Fabryczna",3 pokoje,6 484 zł/m²,https://www.otodom.pl/oferta/muchobor-trawowa-80-m2-3-pok-winda-balkony-ID42jaG.html#b625b49d0d
"80,20 m²","Wrocław, Krzyki",3 pokoje,6 484 zł/m²,https://www.otodom.pl/oferta/lokal-uzytkowy-wroclaw-krzyki-ID42iUX.html#b625b49d0d
1 950 m²,"Wrocław, Krzyki",>10 pokoi,działka 2 701 m²,https://www.otodom.pl/oferta/kamienica-wroclaw-krzyki-ID42iUY.html#b625b49d0d
312 m²,"Wrocław, Fabryczna, Złotniki",6 pokoi,działka 600 m²,https://www.otodom.pl/oferta/dom-na-zlotnikach-ID41tWN.html#b625b49d0d
430 m²,"Wrocław, Fabryczna, Leśnica",6 pokoi,działka 1 000 m²,https://www.otodom.pl/oferta/dom-wolnostojacy-ID417zr.html#b625b49d0d
"32,23 m²","Wrocław, Fabryczna, Maślice",2 pokoje,7 909 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-3-4-ID42in7.html#b625b49d0d
"46,78 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 518 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-3-3-ID42imZ.html#b625b49d0d
"62,81 m²","Wrocław, Fabryczna, Maślice",2 pokoje,4 902 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-3-2-ID42imU.html#b625b49d0d
"44,36 m²","Wrocław, Fabryczna, Maślice",2 pokoje,5 746 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-3-1-ID42imT.html#b625b49d0d
"52,29 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 659 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-6-ID42imP.html#b625b49d0d
"38,82 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 412 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-5-ID42imN.html#b625b49d0d
"38,82 m²","Wrocław, Śródmieście, Plac Grunwaldzki",2 pokoje,6 412 zł/m²,https://www.otodom.pl/oferta/2-pokoje-pl-grunwaldzkiego-ID44PMT.html#7608e89759
40 m²,"Wrocław, Psie Pole",2 pokoje,2 475 zł/m²,https://www.otodom.pl/oferta/mieszkanie-za-99-tys-odstapie-zamienie-ID41DmA.html#7608e89759
101 m²,"Wrocław, Śródmieście, Biskupin",4 pokoje,11 924 zł/m²,https://www.otodom.pl/oferta/biskupin-mieszkanie-w-willi-2-poziomy-taras-ID43T46.html#7608e89759
"38,77 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 394 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-4-ID42imG.html#7608e89759
"44,71 m²","Wrocław, Fabryczna, Maślice",2 pokoje,5 791 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-3-ID42imC.html#7608e89759
52 m²,"Wrocław, Fabryczna, Maślice",3 pokoje,6 248 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-2-ID42imz.html#7608e89759
"86,01 m²","Wrocław, Fabryczna, Maślice",3 pokoje,4 847 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-2-1-ID42imr.html#7608e89759
"51,62 m²","Wrocław, Fabryczna, Maślice",3 pokoje,6 081 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-6-ID42imb.html#7608e89759
"38,85 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 716 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-5-ID42im8.html#7608e89759
"38,82 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 695 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-4-ID42im5.html#7608e89759
"44,86 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 663 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-3-ID42im4.html#7608e89759
"52,17 m²","Wrocław, Fabryczna, Maślice",3 pokoje,6 937 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-2-ID42ilT.html#7608e89759
"84,81 m²","Wrocław, Fabryczna, Maślice",3 pokoje,4 998 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-b-1-1-ID42ilA.html#7608e89759
"45,41 m²","Wrocław, Fabryczna, Maślice",2 pokoje,5 856 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-6-ID42ilc.html#7608e89759
"68,03 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 467 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-5-ID42ikY.html#7608e89759
"50,47 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 784 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-4-ID42ikC.html#7608e89759
"32,47 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 403 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-3-ID42ik7.html#7608e89759
"83,06 m²","Wrocław, Fabryczna, Maślice",2 pokoje,4 369 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-2-ID42ijY.html#7608e89759
"86,14 m²","Wrocław, Fabryczna, Maślice",2 pokoje,4 259 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-3-1-ID42ijN.html#7608e89759
"38,44 m²","Wrocław, Fabryczna, Maślice",2 pokoje,6 397 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-9-ID42ijA.html#7608e89759
"64,66 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 473 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-8-ID42iiO.html#7608e89759
"68,03 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 467 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-7-ID42igG.html#7608e89759
86 m²,"Wrocław, Śródmieście, Plac Grunwaldzki",4 pokoje,7 907 zł/m²,https://www.otodom.pl/oferta/mieszkanie-kolo-pl-grunwaldzkiego-rondo-regana-ID42icW.html#7608e89759
"50,47 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 784 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-6-ID42ibo.html#7608e89759
"51,55 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 779 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-5-ID42i97.html#7608e89759
"78,83 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 111 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-4-ID42i8H.html#7608e89759
"31,42 m²","Wrocław, Fabryczna, Maślice",1 pokój,6 394 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-3-ID42i8t.html#7608e89759
"28,58 m²","Wrocław, Fabryczna, Maślice",1 pokój,6 924 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-2-ID42i7k.html#7608e89759
"28,73 m²","Wrocław, Fabryczna, Maślice",1 pokój,6 923 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-2-1-ID42i7h.html#7608e89759
"44,91 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 809 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-9-ID42i7e.html#7608e89759
"68,30 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 592 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-8-ID42i75.html#7608e89759
"51,65 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 903 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-7-ID42i6w.html#7608e89759
"50,13 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 923 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-6-ID42i6b.html#7608e89759
27 m²,"Wrocław, Psie Pole, Kleczków",2 pokoje,8 519 zł/m²,https://www.otodom.pl/oferta/okolice-ul-reymonta-2pokoje-swietna-lokalizacja-ID42i3I.html#7608e89759
"51,25 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 930 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-5-ID42hQ1.html#7608e89759
"78,84 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 364 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-4-ID42hPZ.html#7608e89759
"33,97 m²","Wrocław, Fabryczna, Maślice",1 pokój,6 532 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-3-ID42hPc.html#7608e89759
"33,87 m²","Wrocław, Fabryczna, Maślice",1 pokój,6 552 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-2-ID42hOS.html#7608e89759
34 m²,"Wrocław, Fabryczna, Maślice",1 pokój,6 615 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a2-1-1-ID42hOs.html#7608e89759
"40,82 m²","Wrocław, Fabryczna, Maślice",1 pokój,5 926 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-3-3-ID42hOc.html#7608e89759
"50,69 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 778 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-3-2-ID42hNO.html#7608e89759
"46,92 m²","Wrocław, Fabryczna, Maślice",2 pokoje,5 859 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-3-1-ID42hNK.html#7608e89759
"78,52 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 004 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-2-3-ID42hNH.html#7608e89759
"50,69 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 778 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-2-2-ID42hNC.html#7608e89759
"76,65 m²","Wrocław, Fabryczna, Maślice",4 pokoje,5 478 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-2-1-ID42hNm.html#7608e89759
"84,92 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 192 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-1-3-ID42hN0.html#7608e89759
"50,11 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 905 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-1-2-ID42hMU.html#7608e89759
"62,17 m²","Wrocław, Fabryczna, Maślice",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/osada-kolorowa-a1-1-1-ID42hMO.html#7608e89759
"62,17 m²","Wrocław, Fabryczna, Jarnołtów",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/dzialka-budowlana-ID42hJQ.html#7608e89759
"62,17 m²","Wrocław, Psie Pole",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/biuro-240-mkw-balkon-od-zaraz-ID42hD5.html#7608e89759
"62,17 m²","Wrocław, Psie Pole",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/biuro-353-mkw-9-miejsc-parking-duzy-taras-ID42hD0.html#7608e89759
"62,17 m²","Wrocław, Psie Pole",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/biuro-593-mkw-15-miejsc-parking-duzy-taras-ID42hCV.html#7608e89759
"62,17 m²","Wrocław, Psie Pole",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/biuro-120-mkw-od-zaraz-ID42hCU.html#7608e89759
"62,17 m²","Wrocław, Psie Pole",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/biuro-119-mkw-balkon-od-zaraz-ID42hCQ.html#7608e89759
"62,17 m²","Wrocław, Fabryczna",3 pokoje,5 628 zł/m²,https://www.otodom.pl/oferta/dzialka-budowlana-pod-inwestycje-ID42hyU.html#7608e89759
"73,03 m²","Wrocław, Krzyki, Jagodno",3 pokoje,8 613 zł/m²,https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-duzym-ogrodkiem-ID42hwv.html#7608e89759
"75,37 m²","Wrocław, Śródmieście",3 pokoje,9 400 zł/m²,https://www.otodom.pl/oferta/nowe-prestizowa-lokalizacja-75-mkw-centrum-ID42hdo.html#7608e89759
"45,96 m²","Wrocław, Śródmieście",1 pokój,9 487 zł/m²,https://www.otodom.pl/oferta/nowe-prestizowa-lokalizacja-46-mkw-centrum-ID42har.html#7608e89759
40 m²,"Wrocław, Krzyki, Księże Małe",2 pokoje,9 750 zł/m²,https://www.otodom.pl/oferta/okolice-ul-glubczyckiej-2018r-2-pok-garaz-ID42h51.html#7608e89759
"35,73 m²","Wrocław, Śródmieście",1 pokój,11 749 zł/m²,https://www.otodom.pl/oferta/nowe-prestizowa-lokalizacja-35-7-mkw-centrum-ID42gKa.html#7608e89759
"35,73 m²","Wrocław, dolnośląskie",1 pokój,11 749 zł/m²,https://www.otodom.pl/oferta/sala-bankietowa-i-hotel-pod-wroclawiem-ID42gyn.html#7608e89759
"46,27 m²","Wrocław, Śródmieście",2 pokoje,8 537 zł/m²,https://www.otodom.pl/oferta/ledochowskiego-2-pokoje-przy-parku-ID42gy4.html#7608e89759
"46,59 m²","Wrocław, Krzyki, Brochów",3 pokoje,7 015 zł/m²,https://www.otodom.pl/oferta/3-pokoje-park-krzyki-gotowe-zielono-cicho-ID42gsU.html#7608e89759
"46,59 m²","Wrocław, dolnośląskie",3 pokoje,7 015 zł/m²,https://www.otodom.pl/oferta/male-centrum-logistyczne-siechnice-ID42gdp.html#7608e89759
"46,59 m²","Wrocław, Krzyki, Partynice",3 pokoje,7 015 zł/m²,https://www.otodom.pl/oferta/dla-developera-pod-wielorodzinna-krzyki-ID42g8d.html#7608e89759
"46,59 m²","Wrocław, Psie Pole, Poświętne",3 pokoje,7 015 zł/m²,https://www.otodom.pl/oferta/lokal-uslugowy-42m2-poswietne-ul-kamienskiego-ID42g4e.html#7608e89759
"53,64 m²","Wrocław, Stare Miasto",2 pokoje,10 617 zł/m²,https://www.otodom.pl/oferta/gotowy-apartament-w-centrum-z-widokiem-na-rzeke-ID42g1Z.html#7608e89759
